,toxin_id,cas_number
1488,T3D1782,"59-14-3"
1489,T3D1783,"3832-48-2"
1490,T3D1784,"74-96-4"
1491,T3D1785,"75-25-2"
1492,T3D1786,"111-25-1"
1493,T3D1787,"74-83-9"
1494,T3D1788,"75-26-3"
1495,T3D1789,"128-08-5"
1496,T3D1790,"51-20-7"
1497,T3D1791,"521-74-4"
1498,T3D1792,"77-48-5"
1499,T3D1793,"557-91-5"
1500,T3D1795,"74-95-3"
1501,T3D1796,"78-75-1"
1502,T3D1797,"109-64-8"
1503,T3D1798,"496-00-4"
1504,T3D1799,"105-36-2"
1505,T3D1800,"25637-99-4"
1506,T3D1801,"70-11-1"
1507,T3D1802,"106-94-5"
1508,T3D1803,"79-94-7"
1509,T3D1804,"79-27-6"
1510,T3D1805,"17497-85-7"
1511,T3D1806,"593-60-2"
1512,T3D1807,"89-92-9"
1513,T3D1808,"28258-59-5"
1514,T3D1809,"620-13-3"
1515,T3D1810,"21255-83-4"
1516,T3D1811,"13863-41-7"
1517,T3D1812,"7789-30-2"
1518,T3D1813,"7787-71-5"
1519,T3D1814,"14220-21-4"
1520,T3D1815,"7783-08-6"
1521,T3D1816,"13410-01-0"
1522,T3D1817,"645-96-5"
1523,T3D1818,"1666-13-3"
1524,T3D1819,"7446-08-4"
1525,T3D1820,"7446-34-6"
1526,T3D1821,"7488-56-4"
1527,T3D1822,"7783-79-1"
1528,T3D1823,"75926-26-0"
1529,T3D1824,"7791-23-3"
1530,T3D1825,"10026-03-6"
1531,T3D1826,"13465-66-2"
1532,T3D1827,"13768-86-0"
1533,T3D1828,"1302-82-5"
1534,T3D1829,"1315-05-5"
1535,T3D1830,"506-80-9"
1536,T3D1831,"12024-11-2"
1537,T3D1832,"12024-24-7"
1538,T3D1833,"12065-10-0"
1539,T3D1834,"7783-07-5"
1540,T3D1835,"12056-07-4"
1541,T3D1836,"1302-09-6"
1542,T3D1837,"7783-00-8"
1543,T3D1838,"7784-05-6"
1544,T3D1839,"10102-18-8"
1545,T3D1840,"12039-52-0"
1546,T3D1841,"144-34-3"
1547,T3D1842,"108-39-4"
1548,T3D1843,"82657-04-3"
1549,T3D1844,"28434-01-7"
1550,T3D1846,"39515-41-8"
1551,T3D1847,"70124-77-5"
1552,T3D1848,"69770-45-2"
1553,T3D1849,"102851-06-9"
1554,T3D1850,"52645-53-1"
1555,T3D1851,"79538-32-2"
1556,T3D1852,"66841-25-6"
1557,T3D1853,"25402-06-6"
1558,T3D1854,"121-20-0"
1559,T3D1855,"4466-14-2"
1560,T3D1856,"1172-63-0"
1561,T3D1857,"121-21-1"
1562,T3D1858,"121-29-9"
1563,T3D1859,"12067-17-3"
1564,T3D1860,"12597-17-0"
1565,T3D1861,"18770-47-3"
1566,T3D1862,"10433-06-4"
1567,T3D1863,"13077-54-8"
1568,T3D1864,"36368-97-5"
1569,T3D1866,"193095-46-4"
1570,T3D1867,"12359-48-7"
1571,T3D1868,"16629-56-4"
1572,T3D1869,"19493-17-5"
1573,T3D1870,"12361-66-9"
1574,T3D1872,"16950-06-4"
1575,T3D1873,"18424-17-4"
1576,T3D1874,"23854-38-8"
1577,T3D1875,"17856-92-7"
1578,T3D1876,"16941-06-3"
1579,T3D1877,"12208-13-8"
1580,T3D1879,"16893-92-8"
1581,T3D1880,"10090-54-7
"
1582,T3D1881,"26042-64-8"
1583,T3D1882,"16925-25-0"
1584,T3D1883,"13776-84-6"
1585,T3D1884,"45212-19-9"
1586,T3D1885,"16894-69-2"
1587,T3D1886,"107373-21-7"
1588,T3D1887,"3264-67-3"
1589,T3D1888,"5835-64-3"
1590,T3D1889,"13059-67-1"
1591,T3D1890,"13077-53-7"
1592,T3D1891,"54075-76-2"
1593,T3D1892,"603-36-1"
1594,T3D1893,"1538-62-1"
1595,T3D1894,"57997-56-5"
1596,T3D1895,"594-31-0"
1597,T3D1896,"28609-58-7"
1598,T3D1897,"52704-88-8"
1599,T3D1898,"27309-70-2"
1600,T3D1899,"386-91-4"
1601,T3D1900,"24964-91-8"
1602,T3D1901,"17946-45-1"
1603,T3D1902,"7289-92-1"
1604,T3D1903,"23822-15-3"
1605,T3D1904,"5395-43-7"
1606,T3D1905,"3643-76-3"
1607,T3D1906,"10061-01-5"
1608,T3D1907,"10061-02-6"
1609,T3D1908,"563-58-6"
1610,T3D1909,"563-54-2"
1611,T3D1910,"78-88-6"
1612,T3D1911,"563-57-5"
1613,T3D1912,"10034-81-8"
1614,T3D1913,"7778-74-7"
1615,T3D1914,"7790-98-9"
1616,T3D1915,"7601-89-0"
1617,T3D1916,"7791-03-9"
1618,T3D1917,"252-07-7"
1619,T3D1918,"115245-06-2"
1620,T3D1919,"115245-07-3"
1621,T3D1920,"115245-08-4"
1622,T3D1921,"115245-09-5"
1623,T3D1922,"115245-10-8"
1624,T3D1923,"119264-50-5"
1625,T3D1924,"119264-51-6"
1626,T3D1925,"119264-52-7"
1627,T3D1926,"119264-53-8"
1628,T3D1927,"119264-54-9"
1629,T3D1928,"119264-55-0"
1630,T3D1929,"119264-56-1"
1631,T3D1930,"119264-57-2"
1632,T3D1931,"119264-58-3"
1633,T3D1932,"119264-59-4"
1634,T3D1933,"119264-60-7"
1635,T3D1934,"119264-61-8"
1636,T3D1935,"60586-57-4"
1637,T3D1936,"119264-63-0"
1638,T3D1937,"120991-47-1"
1639,T3D1938,"120991-48-2"
1640,T3D1939,"13029-09-9"
1641,T3D1940,"13654-09-6"
1642,T3D1941,"16372-96-6"
1643,T3D1942,"16400-50-3"
1644,T3D1943,"16400-51-4"
1645,T3D1944,"2113-57-7"
1646,T3D1948,"27858-07-7"
1647,T3D1949,"35194-78-6"
1648,T3D1951,"36402-15-0"
1649,T3D1952,"38421-62-4"
1650,T3D1953,"40088-45-7"
1651,T3D1954,"49602-90-6"
1652,T3D1955,"49602-91-7"
1653,T3D1956,"51202-79-0"
1654,T3D1957,"53592-10-2"
1655,T3D1958,"55066-76-7"
1656,T3D1960,"57186-90-0"
1657,T3D1961,"57422-77-2"
1658,T3D1962,"59080-32-9"
1659,T3D1963,"59080-33-0"
1660,T3D1964,"59080-34-1"
1661,T3D1965,"59080-35-2"
1662,T3D1966,"59080-36-3"
1663,T3D1967,"59080-37-4"
1664,T3D1968,"59080-38-5"
1665,T3D1969,"59080-39-6"
1666,T3D1970,"59080-40-9"
1667,T3D1971,"59080-41-0"
1668,T3D1972,"59261-08-4"
1669,T3D1973,"59589-92-3"
1670,T3D1974,"60044-24-8"
1671,T3D1975,"60044-25-9"
1672,T3D1976,"60044-26-0"
1673,T3D1977,"60108-72-7"
1674,T3D1978,"64258-02-2"
1675,T3D1979,"64258-03-3"
1676,T3D1980,"6430-90-6"
1677,T3D1981,"66115-57-9"
1678,T3D1982,"6683-35-8"
1679,T3D1983,"67733-52-2"
1680,T3D1984,"67888-96-4"
1681,T3D1985,"67888-97-5"
1682,T3D1986,"67888-98-6"
1683,T3D1987,"67888-99-7"
1684,T3D1988,"67889-00-3"
1685,T3D1989,"69278-59-7"
1686,T3D1990,"69278-60-0"
1687,T3D1991,"69278-61-1"
1688,T3D1992,"69278-62-2"
1689,T3D1993,"69887-11-2"
1690,T3D1994,"72416-87-6"
1691,T3D1995,"74114-77-5"
1692,T3D1996,"77102-82-0"
1693,T3D1997,"77607-09-1"
1694,T3D1998,"77910-04-4"
1695,T3D1999,"79682-25-0"
1696,T3D2000,"80274-92-6"
1697,T3D2001,"80407-70-1"
1698,T3D2002,"81381-52-4"
1699,T3D2003,"81397-99-1"
1700,T3D2004,"81902-33-2"
1701,T3D2005,"82865-89-2"
1702,T3D2006,"82865-90-5"
1703,T3D2007,"82865-91-5"
1704,T3D2008,"82865-92-7"
1705,T3D2009,"84303-45-7"
1706,T3D2010,"84303-46-8"
1707,T3D2011,"84303-47-9"
1708,T3D2012,"84303-48-0"
1709,T3D2013,"84303-49-1"
1710,T3D2014,"86029-64-3"
1711,T3D2015,"88700-04-3"
1712,T3D2016,"88700-05-4"
1713,T3D2017,"88700-06-5"
1714,T3D2018,"92-66-0"
1715,T3D2019,"92-86-4"
1716,T3D2020,"93261-83-7"
1717,T3D2021,"96551-70-1"
1718,T3D2022,"97038-95-4"
1719,T3D2023,"97038-96-5"
1720,T3D2024,"97038-97-6"
1721,T3D2025,"97038-98-7"
1722,T3D2026,"97038-99-8"
1723,T3D2027,"97063-75-7"
1724,T3D2032,
1725,T3D2033,
1726,T3D2034,
1727,T3D2035,
1728,T3D2036,"101-55-3"
1729,T3D2037,"2050-47-7"
1730,T3D2038,"49690-94-0"
1731,T3D2039,"40088-47-9"
1732,T3D2040,"32534-81-9"
1733,T3D2041,"36483-60-0"
1734,T3D2042,"68928-80-3"
1735,T3D2043,"32536-52-0"
1736,T3D2044,"63936-56-1"
1737,T3D2045,"1163-19-5"
1738,T3D2046,"39227-53-7"
1739,T3D2047,"39227-54-8"
1740,T3D2048,"50585-39-2"
1741,T3D2049,"38178-38-0"
1742,T3D2050,"29446-15-9"
1743,T3D2051,"33857-26-0"
1744,T3D2052,"38964-22-6"
1745,T3D2053,"54536-19-5"
1746,T3D2054,"54536-18-4"
1747,T3D2055,"64560-13-0"
1748,T3D2056,"82291-27-8"
1749,T3D2057,"82291-26-7"
1750,T3D2058,"39227-58-2"
1751,T3D2059,"33857-28-2"
1752,T3D2060,"67028-17-5"
1753,T3D2061,"82306-65-8"
1754,T3D2062,"82306-63-6"
1755,T3D2063,"82306-64-7"
1756,T3D2064,"82306-62-5"
1757,T3D2065,"82306-61-4"
1758,T3D2066,"82291-33-6"
1759,T3D2067,"82291-32-5"
1760,T3D2068,"82291-31-4"
1761,T3D2069,"82291-30-3"
1762,T3D2070,"69760-96-9"
1763,T3D2071,"54536-17-3"
1764,T3D2072,"30746-58-8"
1765,T3D2073,"71669-25-5"
1766,T3D2074,"67028-18-6"
1767,T3D2075,"53555-02-5"
1768,T3D2076,"71669-26-6"
1769,T3D2077,"71669-27-7"
1770,T3D2078,"71669-28-8"
1771,T3D2079,"71669-29-9"
1772,T3D2080,"71665-99-1"
1773,T3D2081,"40581-90-6"
1774,T3D2082,"67323-56-2"
1775,T3D2083,"40581-91-7"
1776,T3D2084,"34816-53-0"
1777,T3D2085,"62470-54-6"
1778,T3D2086,"33423-92-6"
1779,T3D2087,"71669-24-4"
1780,T3D2088,"50585-46-1"
1781,T3D2089,"62470-53-5"
1782,T3D2090,"40581-93-9"
1783,T3D2091,"40581-94-0"
1784,T3D2092,"39227-61-7"
1785,T3D2093,"40321-76-4"
1786,T3D2094,"58802-08-7"
1787,T3D2095,"71925-18-3"
1788,T3D2096,"82291-38-1"
1789,T3D2097,"82291-36-9"
1790,T3D2098,"82291-35-8"
1791,T3D2099,"71925-17-2"
1792,T3D2100,"82291-34-7"
1793,T3D2101,"71925-16-1"
1794,T3D2102,"67028-19-7"
1795,T3D2103,"82291-37-0"
1796,T3D2104,"71998-76-0"
1797,T3D2105,"71925-15-0"
1798,T3D2106,"57653-85-7"
1799,T3D2107,"64461-98-9"
1800,T3D2108,"19408-74-3"
1801,T3D2109,"39227-62-8"
1802,T3D2110,"58200-66-1"
1803,T3D2111,"39227-28-6"
1804,T3D2112,"58200-69-4"
1805,T3D2113,"58200-68-3"
1806,T3D2114,"58802-09-8"
1807,T3D2115,"58200-67-2"
1808,T3D2116,"35822-46-9"
1809,T3D2117,"58200-70-7"
1810,T3D2118,"3268-87-9"
1811,T3D2132,"31107-44-5"
1812,T3D2134,"107555-95-3"
1813,T3D2136,"70648-25-8"
1814,T3D2137,"124388-78-9"
1815,T3D2138,"79060-60-9"
1816,T3D2139,"69698-58-4"
1817,T3D2140,"69698-60-8"
1818,T3D2141,"91538-83-9"
1819,T3D2142,"83704-47-6"
1820,T3D2143,"161880-51-9"
1821,T3D2144,"55673-89-7"
1822,T3D2145,"129880-08-6"
1823,T3D2146,"70648-26-9"
1824,T3D2147,"91538-84-0"
1825,T3D2148,"83704-48-7"
1826,T3D2149,"92341-07-6"
1827,T3D2150,"67517-48-0"
1828,T3D2151,"83704-49-8"
1829,T3D2152,"24478-72-6"
1830,T3D2154,"107555-94-2"
1831,T3D2155,"57117-44-9"
1832,T3D2156,"92341-06-5"
1833,T3D2157,"57117-42-7"
1834,T3D2158,"75198-38-8"
1835,T3D2159,"83704-51-2"
1836,T3D2160,"83704-52-3"
1837,T3D2161,"83704-21-6"
1838,T3D2162,"161880-49-5"
1839,T3D2163,"72918-21-9"
1840,T3D2164,"107555-93-1"
1841,T3D2165,"57117-41-6"
1842,T3D2166,"83704-53-4"
1843,T3D2167,"83704-22-7"
1844,T3D2168,"83704-54-5"
1845,T3D2169,"62615-08-1"
1846,T3D2170,"83704-23-8"
1847,T3D2171,"67562-40-7"
1848,T3D2172,"75627-02-0"
1849,T3D2173,"83704-50-1"
1850,T3D2174,"69698-59-5"
1851,T3D2175,"69698-57-3"
1852,T3D2176,"70648-24-7"
1853,T3D2177,"71998-73-7"
1854,T3D2178,"58802-15-6"
1855,T3D2179,"71998-74-8"
1856,T3D2180,"83719-40-8"
1857,T3D2181,"70648-23-6"
1858,T3D2182,"64126-87-0"
1859,T3D2184,"69433-00-7"
1860,T3D2185,"70872-82-1"
1861,T3D2186,"83704-25-0"
1862,T3D2187,"83710-07-0"
1863,T3D2188,"84761-80-8"
1864,T3D2189,"58802-20-3"
1865,T3D2190,"83704-26-1"
1866,T3D2191,"64126-85-8"
1867,T3D2192,"71998-75-9"
1868,T3D2193,"92341-05-4"
1869,T3D2194,"83704-36-3"
1870,T3D2195,"83704-55-6"
1871,T3D2196,"70648-15-6"
1872,T3D2197,"83704-27-2"
1873,T3D2198,"58802-16-7"
1874,T3D2199,"70648-20-3"
1875,T3D2200,"70648-16-7"
1876,T3D2201,"92341-04-3"
1877,T3D2203,"70648-21-4"
1878,T3D2204,"57117-36-9"
1879,T3D2205,"71998-72-6"
1880,T3D2206,"83690-98-6"
1881,T3D2207,"57117-35-8"
1882,T3D2208,"64560-17-4"
1883,T3D2209,"64560-16-3"
1884,T3D2210,"94538-00-8"
1885,T3D2211,"66794-59-0"
1886,T3D2212,"82911-58-8"
1887,T3D2213,"83704-29-4"
1888,T3D2214,"64560-14-1"
1889,T3D2215,"42934-53-2"
1890,T3D2225,"13067-90-8"
1891,T3D2228,"161880-50-8"
1892,T3D2229,"60851-34-5"
1893,T3D2230,"124388-77-8"
1894,T3D2231,"57117-43-8"
1895,T3D2232,"67481-22-5"
1896,T3D2233,"83704-30-7"
1897,T3D2234,"131166-92-2"
1898,T3D2236,"83704-31-8"
1899,T3D2237,"83704-32-9"
1900,T3D2238,"57117-34-7"
1901,T3D2239,"57117-39-2"
1902,T3D2240,"57117-37-0"
1903,T3D2241,"57117-33-6"
1904,T3D2242,"67733-57-7"
1905,T3D2244,"58802-17-8"
1906,T3D2245,"57117-32-5"
1907,T3D2247,"57117-38-1"
1908,T3D2248,"58802-19-0"
1909,T3D2249,"58802-14-5"
1910,T3D2250,"54589-71-8"
1911,T3D2251,"24478-74-8"
1912,T3D2257,"60390-27-4"
1913,T3D2258,"65489-80-7"
1914,T3D2263,"10016-52-1"
1915,T3D2264,"5409-83-6"
1916,T3D2266,"86-76-0"
1917,T3D2268,"51230-49-0"
1918,T3D2279,"57117-40-5"
1919,T3D2281,"74918-40-4"
1920,T3D2282,"58802-21-4"
1921,T3D2286,"25074-67-3"
1922,T3D2306,"115656-08-1"
1923,T3D2307,"74992-96-4"
1924,T3D2324,"125652-15-5"
1925,T3D2325,"118174-38-2"
1926,T3D2326,"132194-83-3"
1927,T3D2327,"125652-17-7"
1928,T3D2328,"125652-12-2"
1929,T3D2329,"74423-77-1"
1930,T3D2330,"103124-72-7"
1931,T3D2331,"51596-39-5"
1932,T3D2336,"107227-60-1"
1933,T3D2338,"52025-76-0"
1934,T3D2339,"131436-22-1"
1935,T3D2350,"107819-07-8"
1936,T3D2358,"107207-36-3"
1937,T3D2378,"79253-92-2"
1938,T3D2384,"103456-41-3"
1939,T3D2403,"110-54-3"
1940,T3D2404,"107-83-5"
1941,T3D2405,"96-14-0"
1942,T3D2406,"79-29-8"
1943,T3D2407,"75-83-2"
1944,T3D2408,"20205-91-8"
1945,T3D2409,"1305-99-3"
1946,T3D2410,"12063-98-8"
1947,T3D2411,"22398-80-7"
1948,T3D2412,"12023-53-9"
1949,T3D2413,"12058-85-4"
1950,T3D2414,"12037-65-9"
1951,T3D2415,"94538-01-9"
1952,T3D2416,"74992-97-5"
1953,T3D2417,"94538-02-0"
1954,T3D2418,"81638-37-1"
1955,T3D2419,"70648-14-5"
1956,T3D2420,"64126-86-9"
1957,T3D2421,"74992-98-6"
1958,T3D2422,"94570-83-9"
1959,T3D2423,"83636-47-9"
1960,T3D2424,"64560-15-2"
1961,T3D2425,"83704-37-4"
1962,T3D2426,"83704-34-1"
1963,T3D2427,"83704-38-5"
1964,T3D2428,"82911-61-3"
1965,T3D2429,"83704-39-6"
1966,T3D2430,"76621-12-0"
1967,T3D2431,"83704-40-9"
1968,T3D2432,"82911-60-2"
1969,T3D2433,"83704-41-0"
1970,T3D2434,"70648-13-4"
1971,T3D2435,"58802-18-9"
1972,T3D2436,"83704-42-1"
1973,T3D2437,"82911-59-9"
1974,T3D2438,"83704-43-2"
1975,T3D2439,"83704-44-3"
1976,T3D2440,"83704-45-4"
1977,T3D2441,"83704-46-5"
1978,T3D2442,"83704-24-9"
1979,T3D2443,"70648-18-9"
1980,T3D2444,"70648-22-5"
1981,T3D2445,"83704-28-3"
1982,T3D2446,"70648-19-0"
1983,T3D2447,"83704-33-0"
1984,T3D2450,"23109-05-9"
1985,T3D2451,"37338-80-0"
1986,T3D2452,"300-54-9"
1987,T3D2453,"16568-02-8"
1988,T3D2454,"58919-61-2"
1989,T3D2455,"2552-55-8"
1990,T3D2456,"18174-72-6"
1991,T3D2457,"520-52-5"
1992,T3D2458,"520-53-6"
1993,T3D2460,"113-15-5"
1994,T3D2462,"77734-91-9"
1995,T3D2463,"11050-21-8"
1996,T3D2464,"142185-85-1"
1997,T3D2465,"139341-09-6"
1998,T3D2466,"123676-76-6"
1999,T3D2467,"17466-45-4"
2000,T3D2468,"67739-84-8"
2001,T3D2469,"28227-92-1"
2002,T3D2470,"19774-69-7"
2003,T3D2471,"26645-35-2"
2004,T3D2472,"53568-40-4"
2005,T3D2473,"58286-46-7"
2006,T3D2474,"31329-57-4"
2007,T3D2477,"11061-68-0"
2008,T3D2478,"100986-85-4"
2009,T3D2479,"53643-48-4"
2010,T3D2480,"50-48-6"
2011,T3D2481,"9009-86-3"
2012,T3D2482,"80-08-0"
2013,T3D2483,"29094-61-9"
2014,T3D2484,"4368-28-9"
2015,T3D2486,"59-05-2"
2016,T3D2487,"24345-16-2"
2017,T3D2489,"77108-00-0"
2018,T3D2490,"202075-91-0"
2019,T3D2491,"216064-36-7"
2020,T3D2492,"88254-04-0"
2021,T3D2493,"137084-94-7"
2022,T3D2494,"145017-83-0"
2023,T3D2495,"193981-10-1"
2024,T3D2496,"114264-83-4"
2025,T3D2497,"91728-12-0"
2026,T3D2498,"152617-90-8"
2027,T3D2499,"526224-73-7"
2028,T3D2500,"65988-34-3"
2029,T3D2501,"880886-00-0" or "221872-97-5"
2030,T3D2502,"1262235-00-6"
2031,T3D2503,
2032,T3D2505,"189120-72-7"
2033,T3D2506,"155646-21-2"
2034,T3D2507,"95751-30-7"
2035,T3D2508,"163515-35-3"
2036,T3D2509,"211688-17-4"
2037,T3D2510,"769933-79-1"
2038,T3D2511,"478621-50-0"
2039,T3D2512,"129203-60-7"
2040,T3D2513,"172451-37-5"
2041,T3D2514,
2042,T3D2515,"145199-73-1"
2043,T3D2516,"150769-72-5"
2044,T3D2517,"159605-22-8"
2045,T3D2518,"223246-26-2"
2046,T3D2519,"820959-57-7"
2047,T3D2520,"145808-47-5"
2048,T3D2521,"188240-41-7"
2049,T3D2522,"85205-49-8"
2050,T3D2523,"142948-19-4"
2051,T3D2524,"144026-79-9"
2052,T3D2525,"508220-81-3"
2053,T3D2526,"39465-37-7"
2054,T3D2527,"23509-16-2"
2055,T3D2528,"34272-51-0"
2056,T3D2529,"73376-35-9"
2057,T3D2530,"140111-52-0"
2058,T3D2531,"73376-38-2"
2059,T3D2532,"464-74-4"
2060,T3D2534,"487-93-4"
2061,T3D2535,"470-37-1"
2062,T3D2536,"470-42-8"
2063,T3D2537,"11032-79-4"
2064,T3D2538,"12778-32-4"
2065,T3D2539,"134710-25-1"
2066,T3D2540,"178037-96-2"
2067,T3D2541,"155808-00-7"
2068,T3D2542,"58740-15-1"
2069,T3D2543,"9007-40-3"
2070,T3D2544,"37206-04-5"
2071,T3D2545,"119128-61-9"
2072,T3D2546,"74504-53-3"
2073,T3D2547,"112154-17-3"
2074,T3D2549,"69-25-0"
2075,T3D2550,"67656-42-2"
2076,T3D2551,"35523-89-8"
2077,T3D2552,"269658-04-0"; "183449-91-4"
2078,T3D2553,"504-24-5"
2079,T3D2554,"1134-47-0"
2080,T3D2555,"111974-69-7"
2081,T3D2556,"54143-55-4"
2082,T3D2557,"97-77-8"
2083,T3D2558,"99-66-1"
2084,T3D2560,"768-94-5"
2085,T3D2561,"54-05-7"
2086,T3D2562,"96-48-0"
2087,T3D2563,"124-38-9"
2088,T3D2564,"28911-01-5"
2089,T3D2565,"58-40-2"
2090,T3D2566,"9005-49-6"
2091,T3D2567,"81-81-2"
2092,T3D2568,"73384-59-5"
2093,T3D2570,"84057-84-1"
2094,T3D2571,"103-90-2"
2095,T3D2573,"1979-06-01"
2096,T3D2575,"27203-92-5"
2097,T3D2576,"52-86-8"
2098,T3D2577,"249296-44-4"
2099,T3D2578,"640-19-7"
2100,T3D2580,"72093-21-1"
2101,T3D2581,"203526-59-4"
2102,T3D2582,"269745-22-4"
2103,T3D2584,"132821-30-8"
2104,T3D2585,"52019-39-3"
2105,T3D2587,"59392-53-9"
2106,T3D2589,"600880-63-9"
2107,T3D2590,"118354-83-9"
2108,T3D2592,"921236-86-4"
2109,T3D2593,"643772-15-0"
2110,T3D2594,"159233-86-0"
2111,T3D2595,"70323-44-3"
2112,T3D2596,"566070-83-5"
2113,T3D2597,
2114,T3D2598,
2115,T3D2599,
2116,T3D2600,
2117,T3D2601,"71329-60-7"
2118,T3D2602,"676570-37-9"
2119,T3D2605,"112627-82-4"
2120,T3D2606,
2121,T3D2607,
2122,T3D2609,
2123,T3D2610,"94716-94-6"
2124,T3D2611,"143257-99-2"
2125,T3D2612,"74838-20-3"
2126,T3D2613,
2127,T3D2614,"147096-70-6"
2128,T3D2618,
2129,T3D2619,
2130,T3D2620,
2131,T3D2622,"98072-47-0"
2132,T3D2623,"9012-63-9"
2133,T3D2624,"20449-79-0"
2134,T3D2625,
2135,T3D2626,"128549-96-2"
2136,T3D2627,"120500-28-9"
2137,T3D2628,
2138,T3D2629,"170780-01-5"
2139,T3D2630,"9031-54-3"
2140,T3D2631,
2141,T3D2633,"126601-49-8"
2142,T3D2635,"59536-69-5"
2143,T3D2636,
2144,T3D2637,"9001-84-7"
2145,T3D2638,"37233-96-4"
2146,T3D2639,
2147,T3D2640,
2148,T3D2642,
2149,T3D2643,
2150,T3D2645,"98112-41-5"
2151,T3D2646,
2152,T3D2647,
2153,T3D2648,
2154,T3D2649,
2155,T3D2656,
2156,T3D2657,
2157,T3D2658,
2158,T3D2659,
2159,T3D2660,
2160,T3D2661,
2161,T3D2663,"10596-23-3"
2162,T3D2665,"40391-99-9"
2163,T3D2666,"66376-36-1"
2164,T3D2667,"114084-78-5"
2165,T3D2668,"105462-24-6"
2166,T3D2669,"118072-93-8"
2167,T3D2670,"20830-75-5"
2168,T3D2671,"174722-31-7"
2169,T3D2672,"214899-21-5"
2170,T3D2673,"151319-34-5"
2171,T3D2674,"61825-94-3"
2172,T3D2675,"165800-03-3"
2173,T3D2676,"76-99-3"
2174,T3D2677,"129722-12-9"
2175,T3D2679,"67-20-9"
2176,T3D2680,"287714-41-4"
2177,T3D2690,"58-85-5"
2178,T3D2692,"32222-06-3"
2179,T3D2694,"19356-17-3"
2180,T3D2696,"59-43-8"
2181,T3D2697,"50-14-6"
2182,T3D2698,"59-30-3"
2183,T3D2699,"68-26-8"
2184,T3D2700,"59-02-9"
2185,T3D2701,"65-23-6"
2186,T3D2702,"62-46-4"
2187,T3D2703,"67-97-0"
2188,T3D2704,"58-27-5"
2189,T3D2705,"54739-18-3"
2190,T3D2706,"300-62-9"
2191,T3D2707,"846-49-1"
2192,T3D2708,"113-18-8"
2193,T3D2709,"122-09-8"
2194,T3D2711,"86386-73-4"
2195,T3D2712,"58-08-2"
2196,T3D2713,"50-55-5"
2197,T3D2715,"59729-33-8"
2198,T3D2717,"13838-16-9"
2199,T3D2719,"846-50-4"
2200,T3D2720,"98769-81-4"
2201,T3D2721,"125-40-6"
2202,T3D2722,"64211-46-7"
2203,T3D2724,"86-13-5"
2204,T3D2726,"361-37-5"
2205,T3D2727,"81409-90-7"
2206,T3D2728,"57-41-0"
2207,T3D2729,"23593-75-1"
2208,T3D2731,"91374-21-9"
