,toxin_id,cas_number
2937,T3D3911,"181274-15-7"
2938,T3D3912,"94125-34-5"
2939,T3D3913,"123312-89-0"
2940,T3D3914,"175013-18-0"
2941,T3D3915,"96489-71-3"
2942,T3D3916,"95737-68-1"
2943,T3D3917,"123343-16-8"
2944,T3D3918,"84087-01-4"
2945,T3D3919,"76578-14-8"
2946,T3D3920,"28434-00-6"
2947,T3D3921,"74051-80-2"
2948,T3D3922,"122-34-9"
2949,T3D3923,"118134-30-8"
2950,T3D3924,"122836-35-5"
2951,T3D3925,"112410-23-8"
2952,T3D3926,"119168-77-3"
2953,T3D3927,"96182-53-5"
2954,T3D3928,"34014-18-1"
2955,T3D3929,"149979-41-9"
2956,T3D3930,"112281-77-3"
2957,T3D3931,"148-79-8"
2958,T3D3932,"153719-23-4"
2959,T3D3933,"117718-60-2"
2960,T3D3934,"23564-05-8"
2961,T3D3935,"87820-88-0"
2962,T3D3936,"82097-50-5"
2963,T3D3937,"101200-48-0"
2964,T3D3938,"52-68-6"
2965,T3D3939,"3380-34-5"
2966,T3D3940,"199119-58-9"
2967,T3D3941,"126535-15-7"
2968,T3D3942,"50471-44-8"
2969,T3D3944,"88-18-6"
2970,T3D3945,"88-69-7"
2971,T3D3946,"140-66-9"
2972,T3D3947,"95-77-2"
2973,T3D3948,"79-95-8"
2974,T3D3949,"92-69-3"
2975,T3D3950,"564-25-0"
2976,T3D3951,"127-33-3"
2977,T3D3952,"992-21-2"
2978,T3D3953,"79-57-2"
2979,T3D3954,"56-75-7"
2980,T3D3955,"60-54-8"
2981,T3D3956,"486-56-6"
2982,T3D3957,"7439-98-7"
2983,T3D3958,"5871-17-0"
2984,T3D3959,"7440-33-7"
2985,T3D3960,"30833-53-5"
2986,T3D3961,"2306-33-4"
2987,T3D3962,"531-95-3"
2988,T3D3964,"486-66-8"
2989,T3D3965,"21255-69-6"
2990,T3D3967,"76543-15-2"
2991,T3D3968,"90-15-3"
2992,T3D3969,"598-02-7"
2993,T3D3970,"135-19-3"
2994,T3D3971,"5315-79-7"
2995,T3D3973,"4376-20-9"
2996,T3D3974,"7440-46-2"
2997,T3D3975,"7440-28-0"
2998,T3D3976,"119-61-9"
2999,T3D3977,"99-76-3"
3000,T3D3978,"120-47-8"
3001,T3D3979,"94-13-3"
3002,T3D3980,"94-26-8"
3003,T3D3981,"90-43-7"
3004,T3D3982,"625-86-5"
3005,T3D3984,"76014-81-8"
3006,T3D3985,"335-67-1"
3007,T3D3990,"6344-67-8"
3008,T3D3991,"1689-64-1"
3009,T3D3992,
3010,T3D3999,"335-76-2"
3011,T3D4001,"375-95-1"
3012,T3D4005,"2058-94-8"
3013,T3D4006,"2528-16-7"
3014,T3D4015,"130-86-9"
3015,T3D4016,"57-22-7"
3016,T3D4017,"865-21-4"
3017,T3D4018,"630-60-4"
3018,T3D4019,"33069-62-4"
3019,T3D4020,"64-86-8"
3020,T3D4021,"71-63-6"
3021,T3D4022,"2447-54-3"
3022,T3D4023,"64296-20-4"
3023,T3D4024,"156-56-9"
3024,T3D4025,"502-37-4"
3025,T3D4026,"595-05-1"
3026,T3D4027,"475-67-2"
3027,T3D4028,"458-88-8"
3028,T3D4029,"78111-17-8"
3029,T3D4030,"81720-10-7"
3030,T3D4032,"12663-46-6"
3031,T3D4038,"60748-39-2"
3032,T3D4039,"60508-89-6"
3033,T3D4040,"14277-97-5"
3034,T3D4042,"20562-02-1"
3035,T3D4050,"20562-03-2"
3036,T3D4051,"173792-58-0"
3037,T3D4052,"36455-72-8"
3038,T3D4053,"71030-11-0"
3039,T3D4056,"52423-28-6"
3040,T3D4059,"130-01-8"
3041,T3D4060,"480-85-3"
3042,T3D4061,"71-62-5"
3043,T3D4063,"644-69-9"
3044,T3D4064,"476-28-8"
3045,T3D4065,"2752-64-9"
3046,T3D4066,"15662-33-6"
3047,T3D4067,"508-75-8"
3048,T3D4068,"7168-64-1"
3049,T3D4069,"17673-25-5"
3050,T3D4071,"509-15-9"
3051,T3D4073,"485-49-4"
3052,T3D4074,"2571-86-0"
3053,T3D4078,"303-34-4"
3054,T3D4080,"484-29-7"
3055,T3D4081,"519-02-8"
3056,T3D4082,"4449-51-8"
3057,T3D4083,"469-59-0"
3058,T3D4084,"60-70-8"
3059,T3D4086,"34316-15-9"
3060,T3D4087,"476-32-4"
3061,T3D4088,"70497-14-2"
3062,T3D4092,"517-66-8"
3063,T3D4103,"2565-01-7"
3064,T3D4113,"313-67-7"
3065,T3D4124,"64285-06-9"
3066,T3D4128,"79580-28-2"
3067,T3D4138,"103170-78-1"
3068,T3D4148,"124-40-3"
3069,T3D4149,"352-97-6"
3070,T3D4150,"68-94-0"
3071,T3D4151,"74-89-5"
3072,T3D4152,"87-51-4"
3073,T3D4153,"103-82-2"
3074,T3D4154,"51-41-2"
3075,T3D4156,"52-90-4"
3076,T3D4157,"1336-79-4"
3077,T3D4158,"487-94-5"
3078,T3D4159,"495-69-2"
3079,T3D4160,"492-27-3"
3080,T3D4161,"454-29-5"
3081,T3D4162,"2009-64-5"
3082,T3D4163,"75-50-3"
3083,T3D4164,"1184-78-7"
3084,T3D4165,"118-92-3"
3085,T3D4166,"71-44-3"
3086,T3D4167,"124-20-9"
3087,T3D4168,"98-92-0"
3088,T3D4169,"110-60-1"
3089,T3D4170,"471-29-4"
3090,T3D4171,"30315-93-6"
3091,T3D4172,"113-00-8"
3092,T3D4173,"157-07-3"
3093,T3D4174,"6133-30-8"
3094,T3D4175,"88847-89-6"
3095,T3D4176,"30344-00-4"
3096,T3D4177,"124505-87-9"
3097,T3D4178,"701-44-0"
3098,T3D4179,"769-49-3"
3099,T3D4180,"75899-68-2"
3100,T3D4181,"66-25-1"
3101,T3D4182,"542-78-9"
3102,T3D4183,"112-31-2"
3103,T3D4184,"3233-58-7"
3104,T3D4185,"75-04-7"
3105,T3D4186,"2363-89-5"
3106,T3D4187,"2463-53-8"
3107,T3D4188,"111-71-7"
3108,T3D4189,"505-57-7"
3109,T3D4190,"2463-63-0"
3110,T3D4191,"30390-50-2"
3111,T3D4192,"124-19-6"
3112,T3D4193,"73529-64-3"
3113,T3D4194,"109710-36-3"
3114,T3D4195,"17449-15-9"
3115,T3D4196,"3715-10-4"
3116,T3D4197,"86879-39-2"
3117,T3D4198,"5746-04-3"
3118,T3D4199,"63-84-3"
3119,T3D4200,"35804-66-1"
3120,T3D4201,"331-39-5"
3121,T3D4202,"463-77-4"
3122,T3D4203,"110-00-9"
3123,T3D4204,"51-75-2"
3124,T3D4207,"75-21-8"
3125,T3D4209,"60-35-5"
3126,T3D4212,"94-59-7"
3127,T3D4213,"91-59-8"
3128,T3D4214,"71247-25-1"
3129,T3D4215,"16543-55-8"
3130,T3D4216,"98-95-3"
3131,T3D4217,"95-53-4"
3132,T3D4218,"87-62-7"
3133,T3D4224,"556-52-5"
3134,T3D4232,"143545-90-8"
3135,T3D4234,
3136,T3D4235,"52659-57-1"
3137,T3D4237,"110-17-8"
3138,T3D4240,"63-05-8"
3139,T3D4242,"651-48-9"
3140,T3D4245,"64-85-7"
3141,T3D4247,"13095-48-2"
3142,T3D4250,"56-12-2"
3143,T3D4251,"2889-31-8"
3144,T3D4253,"79-33-4"
3145,T3D4257,"3184-35-8"
3146,T3D4258,"18294-85-4"
3147,T3D4259,"542-32-5"
3148,T3D4262,"503-49-1"
3149,T3D4263,"625-08-1"
3150,T3D4265,"5746-90-7"
3151,T3D4269,"591-81-1"
3152,T3D4270,"98-79-3"
3153,T3D4273,"106-60-5"
3154,T3D4274,"487-90-1"
3155,T3D4275,"58-61-7"
3156,T3D4276,"56-65-5"
3157,T3D4278,"1927-31-7"
3158,T3D4279,"73-24-5"
3159,T3D4281,"3031-95-6"
3160,T3D4282,"68-96-2"
3161,T3D4283,"58-22-0"
3162,T3D4284,"561-65-9"
3163,T3D4286,"506-46-7"
3164,T3D4287,"451-13-8"
3165,T3D4289,"74-79-3"
3166,T3D4290,"57-00-1"
3167,T3D4292,"65-86-1"
3168,T3D4294,"2387-71-5"
3169,T3D4295,"372-75-8"
3170,T3D4296,"56-86-0"
3171,T3D4298,"4350-09-8"
3172,T3D4300,"51-61-6"
3173,T3D4304,"503-66-2"
3174,T3D4307,"10326-41-7"
3175,T3D4310,"997-55-7"
3176,T3D4314,"57-88-5"
3177,T3D4318,"56-40-6"
3178,T3D4319,"56-85-9"
3179,T3D4320,"56-41-7"
3180,T3D4322,"18273-06-8"
3181,T3D4323,"14643-66-4"
3182,T3D4324,"607-14-7"
3183,T3D4325,"127-17-3"
3184,T3D4328,"63-68-3"
3185,T3D4330,"473-81-4"
3186,T3D4332,"696-04-8"
3187,T3D4333,"504-07-4"
3188,T3D4343,"81-25-4"
3189,T3D4344,"7440-09-7"
3190,T3D4345,"53188-23-1"
3191,T3D4346,"107-95-9"
3192,T3D4349,"608-66-2"
3193,T3D4350,"635-65-4"
3194,T3D4352,"70-18-8"
3195,T3D4356,"50-99-7"
3196,T3D4357,"638-18-6"
3197,T3D4358,"1724-02-3"
3198,T3D4359,"110-94-1"
3199,T3D4360,"56-81-5"
3200,T3D4362,"70-47-3"
3201,T3D4363,"71-00-1"
3202,T3D4364,"73-32-5"
3203,T3D4365,"61-90-5"
3204,T3D4366,"63-91-2"
3205,T3D4367,"56-45-1"
3206,T3D4368,"72-19-5"
3207,T3D4369,"73-22-3"
3208,T3D4370,"72-18-4"
3209,T3D4371,"60-18-4"
3210,T3D4372,"63224-90-8"
3211,T3D4398,"997-68-2"
3212,T3D4404,"516-05-2"
3213,T3D4405,"7440-70-2"
3214,T3D4409,"69-89-6"
3215,T3D4411,"147-85-3"
3216,T3D4413,"51-35-4"
3217,T3D4424,"1460-34-0"
3218,T3D4425,"759-05-7"
3219,T3D4426,"816-66-0"
3220,T3D4430,"1173-82-6"
3221,T3D4434,"1637-71-4"
3222,T3D4435,"51-67-2"
3223,T3D4438,"2624-63-7"
3224,T3D4439,"7412-77-3"
3225,T3D4440,"553-12-8"
3226,T3D4442,"298-12-4"
3227,T3D4444,"79-09-4"
3228,T3D4447,"317-66-8"
3229,T3D4453,"110-15-6"
3230,T3D4454,"14721-66-5"
3231,T3D4455,"979-92-0"
3232,T3D4456,"29908-03-0"
3233,T3D4458,"107-97-1"
3234,T3D4461,"601-75-2"
3235,T3D4466,"14265-45-3"
3236,T3D4467,"1398-61-4"
3237,T3D4471,"51568-18-4"
3238,T3D4476,"135410-20-7"
3239,T3D4477,"1912-24-9"
3240,T3D4478,"83055-99-6"
3241,T3D4479,"25057-89-0"
3242,T3D4480,"33629-47-9"
3243,T3D4481,"2008-41-5"
3244,T3D4482,"2425-06-1"
3245,T3D4483,"5234-68-4"
3246,T3D4484,"54593-83-8"
3247,T3D4485,"5598-15-2"
3248,T3D4486,"105512-06-9"
3249,T3D4487,"81777-89-1"
3250,T3D4488,"1702-17-6"
3251,T3D4489,"56-72-4"
3252,T3D4490,"120116-88-3"
3253,T3D4491,"113136-77-9"
3254,T3D4492,"94361-06-5"
3255,T3D4493,"66215-27-8"
3256,T3D4494,"962-58-3"
3257,T3D4495,"110488-70-5"
3258,T3D4496,"83657-24-3"
3259,T3D4497,"122-39-4"
3260,T3D4498,"85-00-7"
3261,T3D4499,"97886-45-8"
3262,T3D4500,"330-54-1"
3263,T3D4501,"97780-06-8"
3264,T3D4502,"26225-79-6"
3265,T3D4503,"96-45-7"
3266,T3D4504,"131807-57-3"
3267,T3D4505,"60168-88-9"
3268,T3D4506,"114369-43-6"
3269,T3D4507,"66441-23-4"
3270,T3D4509,"131341-86-1"
3271,T3D4510,"62924-70-3"
3272,T3D4511,"2164-17-2"
3273,T3D4512,"361377-29-9"
3274,T3D4513,"68157-60-8"
3275,T3D4514,"79983-71-4"
3276,T3D4515,"78587-05-0"
3277,T3D4516,"81334-34-1"
3278,T3D4517,"42509-80-8"
3279,T3D4518,"330-55-2"
3280,T3D4519,"1634-78-2"
3281,T3D4520,"12427-38-2"
3282,T3D4521,"116714-46-6"
3283,T3D4522,"19044-88-3"
3284,T3D4523,"1918-02-1"
3285,T3D4524,"51-03-6"
3286,T3D4525,"29232-93-7"
3287,T3D4526,"23031-36-9"
3288,T3D4527,"29091-21-2"
3289,T3D4528,"41198-08-7"
3290,T3D4530,"23950-58-5"
3291,T3D4531,"129630-19-9"
3292,T3D4532,"53112-28-0"
3293,T3D4533,"124495-18-7"
3294,T3D4534,"82-68-8"
3295,T3D4535,"122931-48-0"
3296,T3D4536,"148477-71-8"
3297,T3D4538,"21564-17-0"
3298,T3D4539,"5902-51-2"
3299,T3D4540,"111988-49-9"
3300,T3D4541,"51707-55-2"
3301,T3D4542,"137-26-8"
3302,T3D4543,"43121-43-3"
3303,T3D4544,"55219-65-3"
3304,T3D4545,"55335-06-3"
3305,T3D4546,"141517-21-7"
3306,T3D4547,"68694-11-1" and "99387-89-0"
3307,T3D4548,"1582-09-8"
3308,T3D4549,"131983-72-7"
3309,T3D4550,"156052-68-5"
3310,T3D4551,"469-21-6"
3311,T3D4552,"138729-47-2"
3312,T3D4553,"486-16-8"
3313,T3D4554,"86-22-6"
3314,T3D4555,"90-82-4"
3315,T3D4556,"93-14-1"
3316,T3D4557,"100643-71-8"
3317,T3D4558,"58581-89-8"
3318,T3D4560,"60-87-7"
3319,T3D4561,"57-43-2"
3320,T3D4562,"561-27-3"
3321,T3D4563,"40431-64-9"
3322,T3D4564,"22316-47-8"
3323,T3D4565,"59128-97-1"
3324,T3D4566,"36104-80-0"
3325,T3D4567,"2894-67-9"
3326,T3D4568,"29177-84-2"
3327,T3D4569,"24166-13-0"
3328,T3D4570,"3900-31-0"
3329,T3D4571,"27223-35-4"
3330,T3D4572,"22345-47-7"
3331,T3D4573,"57801-81-7"
3332,T3D4575,"120-80-9"
3333,T3D4576,"1990-05-01"
3334,T3D4577,"123-31-9"
3335,T3D4578,"106-51-4"
3336,T3D4580,"108-46-3"
3337,T3D4581,"105650-23-5"
3338,T3D4583,"51-79-6"
3339,T3D4584,"40054-69-1"
3340,T3D4585,"848-75-9"
3341,T3D4586,"52463-83-9"
3342,T3D4587,"10379-14-3"
3343,T3D4588,"1088-11-5"
3344,T3D4589,"78-93-3"
3345,T3D4592,"107-92-6"
3346,T3D4594,"124-07-2"
3347,T3D4595,"142-62-1"
3348,T3D4596,"143-07-7"
3349,T3D4597,"111-14-8"
3350,T3D4599,"544-63-8"
3351,T3D4604,"638-53-9"
3352,T3D4617,"477-47-4"
3353,T3D4618,"99-18-3"
3354,T3D4619,"99-19-4"
3355,T3D4627,"194-59-2"
3356,T3D4630,"2243-47-2"
3357,T3D4631,"51078-49-0"
3358,T3D4636,"524-42-5"
3359,T3D4637,"130-15-4"
3360,T3D4646,"40762-15-0"
3361,T3D4647,"61197-73-7"
3362,T3D4648,"2898-12-6"
3363,T3D4649,"31868-18-5"
3364,T3D4650,"2011-67-8"
3365,T3D4651,"24143-17-7"
3366,T3D4652,"816-40-0"
3367,T3D4653,"1794-86-1"
3368,T3D4654,"3711-49-7"
3369,T3D4655,"76-06-2"
3370,T3D4656,"99-91-2"
3371,T3D4657,"1867-38-5"
3372,T3D4658,"257-07-8"
3373,T3D4659,"532-27-4"
3374,T3D4660,"2698-41-1"
3375,T3D4661,"623-48-3"
3376,T3D4662,"78-95-5"
3377,T3D4666,"7647-14-5"
3378,T3D4668,"50-28-2"
3379,T3D4669,"95-80-7"
3380,T3D4672,"101-77-9"
3381,T3D4673,"106685-40-9"
3382,T3D4674,"51264-14-3"
3383,T3D4675,"63-75-2"
3384,T3D4676,"320-67-2"
3385,T3D4677,"446-86-6"
3386,T3D4681,"154-93-8"
3387,T3D4684,"305-03-3"
3388,T3D4685,"107-30-2"
3389,T3D4686,"15663-27-1"
3390,T3D4688,"50-18-0"
3391,T3D4689,"4342-03-4"
3392,T3D4690,"79-43-6"
3393,T3D4693,"474-86-2"
3394,T3D4695,"33419-42-0"
3395,T3D4696,"126-07-8"
3396,T3D4697,"7439-89-6"
3397,T3D4699,"67-63-0"
3398,T3D4700,"13010-47-4"
3399,T3D4702,"148-82-3"
3400,T3D4703,"443-48-1"
3401,T3D4705,"139-13-9"
3402,T3D4707,"62-44-2"
3403,T3D4708,"77-09-8"
3404,T3D4710,"53-03-2"
3405,T3D4711,"671-16-9"
3406,T3D4712,"51-52-5"
3407,T3D4714,"10540-29-1"
3408,T3D4715,"29767-20-2"
3409,T3D4716,"52-24-4"
3410,T3D4718,"66-75-1"
3411,T3D4719,"7481-89-2"
3412,T3D4720,"30516-87-1"
3413,T3D4725,"10028-15-6"
3414,T3D4726,"105857-23-6"
3415,T3D4727,"9002-01-1"
3416,T3D4729,"15307-86-5"
3417,T3D4730,"71-58-9"
3418,T3D4731,"7447-40-7"
3419,T3D4732,"104987-11-3"
3420,T3D4733,"85441-61-8"
3421,T3D4734,"89365-50-4"
3422,T3D4735,"18559-94-9"
3423,T3D4736,"75607-67-9"
3424,T3D4737,"1951-25-3"
3425,T3D4738,"66778-36-7"
3426,T3D4739,"74431-23-5"
3427,T3D4740,"84-16-2"
3428,T3D4741,"54-62-6"
3429,T3D4742,"1191-50-0"
3430,T3D4743,"57-63-6"
3431,T3D4744,"56-53-1"
3432,T3D4745,"68-22-4"
3433,T3D4746,"53-16-7"
3434,T3D4747,"427-51-0"
3435,T3D4748,"58-18-4"
3436,T3D4749,"797-63-7"
3437,T3D4750,"55-98-1"
3438,T3D4751,"521-18-6"
3439,T3D4752,"59-87-0"
3440,T3D4753,"52-01-7"
3441,T3D4754,"57-85-2"
3442,T3D4755,"57-11-4"
3443,T3D4756,"124-94-7"
3444,T3D4757,"129453-61-8"
3445,T3D4758,"117-39-5"
3446,T3D4759,"6893-02-3"
3447,T3D4760,"10016-20-3"
3448,T3D4761,"104-51-8"
3449,T3D4762,"107-88-0"
3450,T3D4763,"108-93-0"
3451,T3D4764,"114-07-8"
3452,T3D4765,"1156-19-0"
3453,T3D4766,"124-18-5"
3454,T3D4767,"127-07-1"
3455,T3D4768,"13311-84-7"
3456,T3D4769,"141-43-5"
3457,T3D4770,"154-42-7"
3458,T3D4771,"169590-42-5"
3459,T3D4772,"3056-17-5"
3460,T3D4773,"334-48-5"
3461,T3D4774,"4291-63-8"
3462,T3D4775,"49562-28-9"
3463,T3D4776,"51-21-8"
3464,T3D4777,"54-85-3"
3465,T3D4778,"57-55-6"
3466,T3D4779,"58-14-0"
3467,T3D4780,"58-55-9"
3468,T3D4781,"58-93-5"
3469,T3D4782,"629-62-9"
3470,T3D4783,"63612-50-0"
3471,T3D4784,"637-07-0"
3472,T3D4785,"65-85-0"
3473,T3D4786,"69655-05-6"
3474,T3D4787,"75330-75-5"
3475,T3D4788,"79902-63-9"
3476,T3D4789,"97322-87-7"
3477,T3D4790,"50-27-1"
3478,T3D4791,"72-33-3"
3479,T3D4792,"630-56-8"
3480,T3D4793,"989-38-8"
3481,T3D4795,"520-18-3"
3482,T3D4796,"120511-73-1"
3483,T3D4797,"57-10-3"
3484,T3D4798,"96-83-3"
3485,T3D4799,"123-99-9"
3486,T3D4800,"110-16-7"
3487,T3D4801,"112-60-7"
3488,T3D4802,"112-80-1"
3489,T3D4803,"112809-51-5"
3490,T3D4804,"118-79-6"
3491,T3D4805,"122-78-1"
3492,T3D4806,"125-84-8"
3493,T3D4807,"131-57-7"
3494,T3D4808,"2321-07-5"
3495,T3D4809,"25812-30-0"
3496,T3D4810,"3622-84-2"
3497,T3D4811,"4602-84-0"
3498,T3D4812,"463-40-1"
3499,T3D4813,"500-38-9"
3500,T3D4814,"57-09-0"
3501,T3D4815,"66-71-7"
3502,T3D4816,"69-72-7"
3503,T3D4817,"83-88-5"
3504,T3D4818,"90357-06-5"
3505,T3D4819,"95-13-6"
3506,T3D4820,"98319-26-7"
3507,T3D4821,"14426-25-6"
3508,T3D4824,"145742-28-5"
3509,T3D4825,"473289-62-2"
3510,T3D4826,"95-65-8"
3511,T3D4827,"64657-11-0" and "66575-29-9"
3512,T3D4828,"78-40-0"
3513,T3D4829,"3391-86-4"
3514,T3D4830,"496-46-8"
3515,T3D4831,"1034-01-1"
3516,T3D4832,"57-91-0"
3517,T3D4833,"77-93-0"
3518,T3D4834,"100-97-0"
3519,T3D4835,"102-71-6"
3520,T3D4836,"104-40-5"
3521,T3D4837,"105-87-3"
3522,T3D4838,"106-24-1"
3523,T3D4839,"106-27-4"
3524,T3D4840,"107-98-2"
3525,T3D4841,"108-01-0"
3526,T3D4842,"109-43-3"
3527,T3D4843,"110-44-1"
3528,T3D4844,"111-30-8"
3529,T3D4845,"111-42-2"
3530,T3D4846,"111-82-0"
3531,T3D4847,"112-38-9"
3532,T3D4848,"119-36-8"
3533,T3D4849,"121-33-5"
3534,T3D4850,"121-79-9"
3535,T3D4851,"123-92-2"
3536,T3D4852,"1260-17-9"
3537,T3D4853,"127-51-5"
3538,T3D4854,"1338-43-8"
3539,T3D4855,"136-77-6"
3540,T3D4857,"149-30-4"
3541,T3D4858,"1934-21-0"
3542,T3D4859,"1948-33-0"
3543,T3D4860,"25956-17-6"
3544,T3D4861,"2634-33-5"
3545,T3D4862,"2783-94-0"
3546,T3D4863,"36653-82-4"
3547,T3D4864,"3844-45-9"
3548,T3D4865,"4418-26-2"
3549,T3D4866,"5392-40-5"
3550,T3D4867,"576-26-1"
3551,T3D4868,"579-66-8"
3552,T3D4869,"627-93-0"
3553,T3D4870,"76-03-9"
3554,T3D4871,"77-90-7"
3555,T3D4872,"87-69-4"
3556,T3D4873,"88-85-7"
3557,T3D4874,"91-53-2"
3558,T3D4875,"91-64-5"
3559,T3D4876,"93-15-2"
3560,T3D4877,"95-63-6"
3561,T3D4878,"96-76-4"
3562,T3D4879,"97-53-0"
3563,T3D4880,"97-54-1"
3564,T3D4881,"98-54-4"
3565,T3D4882,"99-87-6"
3566,T3D4883,"111-20-6"
3567,T3D4884,"108-83-8"
3568,T3D4885,"126-92-1"
3569,T3D4886,"491-80-5"
3570,T3D4887,"1085-12-7"
3571,T3D4888,"520-36-5"
3572,T3D4889,"140-10-3"
3573,T3D4890,"99-85-4"
3574,T3D4891,"62-56-6"
3575,T3D4892,"90-02-8"
3576,T3D4893,"480-40-0"
3577,T3D4894,"141-79-7"
3578,T3D4895,"13171-00-1"
3579,T3D4896,"7664-38-2"
3580,T3D4897,"103-41-3"
3581,T3D4898,"107-20-0"
3582,T3D4899,"110-12-3"
3583,T3D4900,"111-27-3"
3584,T3D4901,"111-40-0"
3585,T3D4902,"112-63-0"
3586,T3D4903,"115-95-7"
3587,T3D4904,"1166-52-5"
3588,T3D4905,"118-55-8"
3589,T3D4906,"119-53-9"
3590,T3D4907,"1192-52-5"
3591,T3D4908,"122-40-7"
3592,T3D4909,"122-57-6"
3593,T3D4910,"127-47-9"
3594,T3D4911,"128-37-0"
3595,T3D4912,"137-66-6"
3596,T3D4913,"138-22-7"
3597,T3D4914,"16423-68-0"
3598,T3D4915,"17465-86-0"
3599,T3D4916,"2353-45-9"
3600,T3D4917,"25322-69-4"
3601,T3D4918,"2756-56-1"
3602,T3D4919,"3025-30-7"
3603,T3D4920,"311-45-5"
3604,T3D4921,"35367-38-5"
3605,T3D4922,"4130-42-1"
3606,T3D4923,"4548-53-2"
3607,T3D4924,"525-82-6"
3608,T3D4926,"58-86-6"
3609,T3D4927,"586-62-9"
3610,T3D4928,"60-33-3"
3611,T3D4929,"7212-44-4"
3612,T3D4930,"7785-26-4"
3613,T3D4931,"78-69-3"
3614,T3D4932,"8001-54-5"
3615,T3D4933,"87-18-3"
3616,T3D4934,"93-08-3"
3617,T3D4935,"93-89-0"
3618,T3D4936,"97-59-6"
3619,T3D4937,"68047-06-3"
3620,T3D4938,"149-57-5"
3621,T3D4939,"81412-43-3"
3622,T3D4940,"127-41-3"
3623,T3D4941,"620-17-7"
3624,T3D4942,"67306-03-0" and "67564-91-4"
3625,T3D4943,"110-80-5"
3626,T3D4944,"86-57-7"
3627,T3D4946,"872-50-4"
3628,T3D4950,"115-96-8"
3629,T3D4953,
3630,T3D4954,
3631,T3D4955,
3632,T3D4956,"10028-17-8"
3633,T3D4957,"102787-23-5"
3634,T3D4958,"958-09-8"
3635,T3D4959,"14000-31-8"
3636,T3D4960,"13382-27-9"
3637,T3D4961,"83-44-3"
3638,T3D4962,"2238-90-6"
3639,T3D4963,"434-13-9"
3640,T3D4964,"56-82-6"
3641,T3D4965,"2906-39-0"
3642,T3D4966,"3247-75-4"
3643,T3D4967,"110810-88-3"
3644,T3D4968,"7647-01-0"
3645,T3D4970,"7681-52-9"
3646,T3D4971,"24959-67-9"
3647,T3D4972,"7782-50-5"
3648,T3D4973,"10198-40-0"
3649,T3D4976,"911-45-5"
3650,T3D4977,"62-33-9"
3651,T3D4978,"147-94-4"
3652,T3D4979,"7683-59-2"
3653,T3D4980,"134523-00-5"
3654,T3D4981,"111025-46-8"
3655,T3D4982,"50-02-2"
3656,T3D4983,"51-24-1"
3657,T3D4984,"62-53-3"
3658,T3D4985,"104-55-2"
3659,T3D4986,"104-94-9"
3660,T3D4987,"57129-71-2"
3661,T3D4988,"14899-08-2"
3662,T3D4989,"771-03-9"
3663,T3D4990,"6846-50-0"
3664,T3D4991,"484-17-3"
3665,T3D4992,"541-73-1"
3666,T3D4993,"52806-53-8"
3667,T3D4994,"538-58-9"
3668,T3D4995,"71827-03-7"
3669,T3D4996,"70209-81-3"
3670,T3D4997,"14762-75-5"
3671,T3D4998,"15117-53-0"
3672,T3D4999,"65115-74-4"
3673,T3D5000,"7664-93-9"
3674,T3D5001,"692-29-5"
3675,T3D5002,"89762-39-0"
3676,T3D5003,"10275-07-7"
3677,T3D5004,"55604-87-0"
